Bronze,,,,Silver,,,,,Gold,,,,
IRD,IRS,,/MxML/trades/trade/businessObjectId/identifier,murex_trade_ird_irs,trade_id,StringType,FALSE,,,TRADENUMB,,Y,17
IRD,IRS,,/MxML/trades/trade/businessObjectId/versionIdentifier/versionRevision/versionNumber,murex_trade_ird_irs,version_number,StringType,TRUE,,,,,Y,
IRD,IRS,,/MxML/trades/trade/tradeHeader/tradeSource/tradeOriginId,murex_trade_ird_irs,trade_origin_id,StringType,TRUE,,,,,N,35
IRD,IRS,,/MxML/trades/trade/tradeHeader/tradeDate,murex_trade_ird_irs,trade_date,DateType,FALSE,,,TRADETIME,,Y,35
IRD,IRS,,/MxML/trades/trade/tradeInputConditions/computerTime,murex_trade_ird_irs,trade_time,TimestampType,FALSE,,,,,Y,
IRD,IRS,,/MxML/trades/trade/tradeStatus/physicalStatus,murex_trade_ird_irs,trade_status,StringType,TRUE,,,STATUS,,N,
IRD,IRS,,/MxML/trades/trade/tradeBody/interestRateSwap/templateID/templateLabel,murex_trade_ird_irs,instrument_name,StringType,TRUE,,,INSTRUMEN,,,
IRD,IRS,,/MxML/trades/trade/tradeBody/interestRateSwap/templateID/templateNumber,murex_trade_ird_irs,instrument_number,StringType,TRUE,,,,,,
IRD,IRS,,/MxML/trades/trade/tradeBody/interestRateSwap/templateID/templateType,murex_trade_ird_irs,instrument_type,StringType,TRUE,,,,,,
IRD,IRS,,/MxML/trades/trade/tradeBody/interestRateSwap/businessObjectId/@mefClassInstanceType,murex_trade_ird_irs,instrument_class,StringType,TRUE,,,,,,
IRD,IRS,,/MxML/trades/trade/tradeHeader/tradeCategory/tradeTypologyId,murex_trade_ird_irs,trade_typology_id,StringType,TRUE,,,,,,
IRD,IRS,,/MxML/trades/trade/tradeHeader/tradeCategory/tradeFamily,murex_trade_ird_irs,trade_family,StringType,TRUE,,,,,N,
IRD,IRS,,/MxML/trades/trade/tradeHeader/tradeCategory/tradeGroup,murex_trade_ird_irs,trade_group,StringType,TRUE,,,,,N,
IRD,IRS,,/MxML/trades/trade/tradeHeader/tradeCategory/tradeType,murex_trade_ird_irs,trade_type,StringType,TRUE,,,,,N,
IRD,IRS,,/MxML/trades/trade/tradeHeader/tradeCategory/typology,murex_trade_ird_irs,typology,StringType,TRUE,,,TYPOLOGY,,Y,
IRD,IRS,,/MxML/trades/trade/tradeHeader/tradeCategory/mainTypologyPath,murex_trade_ird_irs,main_typology_path,StringType,TRUE,,,,,,
IRD,IRS,,/MxML/trades/trade/tradeHeader/tradeCategory/usage,murex_trade_ird_irs,usage,StringType,TRUE,,,,,,
IRD,IRS,,/MxML/trades/trade/portfolios/portfolio/portfolioLabel,murex_trade_ird_irs,portfolio_label,StringType,TRUE,,,PORTFOLIO,,,
IRD,IRS,,"/MxML/trades/trade/parties/party[partyName != ""Mizuho Int PLC""]/@id",murex_trade_ird_irs,counter_party_id,StringType,TRUE,,,,,,
IRD,IRS,,"/MxML/trades/trade/parties/party[partyName != ""Mizuho Int PLC""]/partyName",murex_trade_ird_irs,counter_party_name,StringType,TRUE,,,CP,,,
IRD,IRS,,/MxML/trades/trade/tradeBody/interestRateSwap/stream[streamTemplate/leg=1]/payReceive,murex_trade_ird_irs,leg0_pay_receive,StringType,TRUE,,,L0PR,,,
IRD,IRS,,/MxML/trades/trade/tradeBody/interestRateSwap/stream/streamTemplate[leg=1]/payoutType,murex_trade_ird_irs,leg0_payout_type,StringType,TRUE,,,LEG0FV,,,
IRD,IRS,,/MxML/trades/trade/tradeBody/interestRateSwap/stream/streamTemplate[leg=1]/floatingRateStreamTemplate/index/indexLabel,murex_trade_ird_irs,leg0_index_label,StringType,TRUE,,,LEG0IND,,,
IRD,IRS,,/MxML/trades/trade/tradeBody/interestRateSwap/stream/streamTemplate[leg=1]/rateConvention/rateConventionLabel,murex_trade_ird_irs,leg0_rate_convention_label,StringType,TRUE,,,LEG0DC,,,
IRD,IRS,,/MxML/trades/trade/tradeBody/interestRateSwap/stream/streamTemplate[leg=1]/streamSchedules/calculationSchedule/frequency/periodUnit,murex_trade_ird_irs,leg0_frequency_period_unit,StringType,TRUE,,,LEG0PFREQ,,,
IRD,IRS,,/MxML/trades/trade/tradeBody/interestRateSwap/stream/streamTemplate[leg=1]/streamSchedules/calculationSchedule/frequency/periodMultiplier,murex_trade_ird_irs,leg0_frequency_period_multiplier,IntegerType,TRUE,,,LEG0PFREQ,,,
IRD,IRS,,/MxML/trades/trade/tradeBody/interestRateSwap/stream[streamTemplate/leg=1]/cashFlows/interestFlows/interestPaymentPeriod[1]/calculationPeriod/notionalAmount,murex_trade_ird_irs,leg0_notional_amount,DecimalType,TRUE,,,LEG0NOM,,,
IRD,IRS,,/MxML/trades/trade/tradeBody/interestRateSwap/stream[streamTemplate/leg=1]/capital/referenceCapitalCurrency,murex_trade_ird_irs,leg0_reference_capital_currency,StringType,TRUE,,,LEG0CUR,,,
IRD,IRS,,/MxML/trades/trade/tradeBody/interestRateSwap/stream[streamTemplate/leg=1]/fixedRateStream/fixedRate,murex_trade_ird_irs,leg0_fixed_rate,DecimalType,TRUE,0,,LEG0RATE,,,
IRD,IRS,,/MxML/trades/trade/tradeBody/interestRateSwap/stream[streamTemplate/leg=1]/floatingRateStream/margin,murex_trade_ird_irs,leg0_margin,DecimalType,TRUE,0,,LEG0MARGIN,,,
IRD,IRS,,/MxML/trades/trade/tradeBody/interestRateSwap/stream[streamTemplate/leg=1]/effectiveDate,murex_trade_ird_irs,leg0_effective_date,StringType,TRUE,,,LEG0S,,,
IRD,IRS,,/MxML/trades/trade/tradeBody/interestRateSwap/stream[streamTemplate/leg=1]/maturity,murex_trade_ird_irs,leg0_maturity,StringType,TRUE,,,LEG0E,,,
IRD,IRS,,/MxML/trades/trade/tradeBody/interestRateSwap/stream[streamTemplate/leg=2]/payReceive,murex_trade_ird_irs,leg1_pay_receive,StringType,TRUE,,,LEG1PR,,,
IRD,IRS,,/MxML/trades/trade/tradeBody/interestRateSwap/stream/streamTemplate[leg=2]/payoutType,murex_trade_ird_irs,leg1_payout_type,StringType,TRUE,,,LEG1FV,,,
IRD,IRS,,/MxML/trades/trade/tradeBody/interestRateSwap/stream/streamTemplate[leg=2]/floatingRateStreamTemplate/index/indexLabel,murex_trade_ird_irs,leg1_index_label,StringType,TRUE,,,LEG1IND,,,
IRD,IRS,,/MxML/trades/trade/tradeBody/interestRateSwap/stream/streamTemplate[leg=2]/rateConvention/rateConventionLabel,murex_trade_ird_irs,leg1_rate_convention_label,StringType,TRUE,,,LEG1DC,,,
IRD,IRS,,/MxML/trades/trade/tradeBody/interestRateSwap/stream/streamTemplate[leg=2]/streamSchedules/calculationSchedule/frequency/periodUnit,murex_trade_ird_irs,leg1_frequency_period_unit,StringType,TRUE,,,LEG1PFREQ,,,
IRD,IRS,,/MxML/trades/trade/tradeBody/interestRateSwap/stream/streamTemplate[leg=2]/streamSchedules/calculationSchedule/frequency/periodMultiplier,murex_trade_ird_irs,leg1_frequency_period_multiplier,IntegerType,TRUE,,,LEG1PFREQ,,,
IRD,IRS,,/MxML/trades/trade/tradeBody/interestRateSwap/stream[streamTemplate/leg=2]/cashFlows/interestFlows/interestPaymentPeriod[1]/calculationPeriod/notionalAmount,murex_trade_ird_irs,leg1_notional_amount,DecimalType,TRUE,,,LEG1NOM,,,
IRD,IRS,,/MxML/trades/trade/tradeBody/interestRateSwap/stream[streamTemplate/leg=2]/capital/referenceCapitalCurrency,murex_trade_ird_irs,leg1_reference_capital_currency,StringType,TRUE,,,LEG1CUR,,,
IRD,IRS,,/MxML/trades/trade/tradeBody/interestRateSwap/stream[streamTemplate/leg=2]/fixedRateStream/fixedRate,murex_trade_ird_irs,leg1_fixed_rate,DecimalType,TRUE,0,,LEG1RATE,,,
IRD,IRS,,/MxML/trades/trade/tradeBody/interestRateSwap/stream[streamTemplate/leg=2]/floatingRateStream/margin,murex_trade_ird_irs,leg1_margin,DecimalType,TRUE,0,,LEG1MARGIN,,,
IRD,IRS,,/MxML/trades/trade/tradeBody/interestRateSwap/stream[streamTemplate/leg=2]/effectiveDate,murex_trade_ird_irs,leg1_effective_date,DateType,TRUE,,,LEG1S,,,
IRD,IRS,,/MxML/trades/trade/tradeBody/interestRateSwap/stream[streamTemplate/leg=2]/maturity,murex_trade_ird_irs,leg1_maturity,DateType,TRUE,,,LEG1E,,,
IRD,IRS,,/MxML/trades/trade/tradeHeader/tradeCategory/collateralAgreementCategory,murex_trade_ird_irs,collateral_agreement_category,StringType,TRUE,,,CSA,,,
IRD,IRS,,/MxML/trades/trade/tradeBody/interestRateSwap/stream[streamTemplate/leg=1]/cashFlows/interestFlows/interestPaymentPeriod[1]/calculationPeriod/notionalAmount,murex_trade_ird_irs,trade_amount,DecimalType,TRUE,,,TRADED_AMT,,,
IRD,LFUT,,/MxML/trades/trade/tradeHeader/tradeViews/tradeView/tradeId/tradeGlobalId,murex_trade_ird_lfut,trade_global_id,StringType,FALSE,,,GLOBALID,,,
IRD,LFUT,,/MxML/trades/trade/tradeHeader/tradeViews/tradeView[1]/entity,murex_trade_ird_lfut,entity,StringType,TRUE,,,,,,
IRD,LFUT,,/MxML/trades/trade/tradeHeader/tradeViews/tradeView/legalEntity,murex_trade_ird_lfut,legal_entity,StringType,TRUE,,,,,,
IRD,LFUT,,/MxML/trades/trade/tradeHeader/contractReference/businessObjectId/identifier,murex_trade_ird_lfut,contract_id,StringType,TRUE,,,MUREXCONT,,,
IRD,LFUT,,/MxML/trades/trade/tradeHeader/contractReference/contractId/rootContract,murex_trade_ird_lfut,root_contract_id,StringType,TRUE,,,,,,
IRD,LFUT,,/MxML/trades/trade/businessObjectId/identifier,murex_trade_ird_lfut,trade_id,StringType,FALSE,,,TRADENUMB,,,
IRD,LFUT,,/MxML/trades/trade/businessObjectId/versionIdentifier/versionRevision/versionNumber,murex_trade_ird_lfut,version_number,StringType,TRUE,,,,,,
IRD,LFUT,,/MxML/trades/trade/tradeHeader/tradeSource/tradeOriginId,murex_trade_ird_lfut,trade_origin_id,StringType,TRUE,,,,,,
IRD,LFUT,,/MxML/trades/trade/tradeHeader/tradeDate,murex_trade_ird_lfut,trade_date,DateType,FALSE,,,TRADETIME MARDATE,,,
IRD,LFUT,,/MxML/trades/trade/tradeInputConditions/computerTime,murex_trade_ird_lfut,trade_time,TimestampType,FALSE,,,,,,
IRD,LFUT,,/MxML/trades/trade/tradeStatus/physicalStatus,murex_trade_ird_lfut,trade_status,StringType,TRUE,,,STATUS,,,
IRD,LFUT,,/MxML/trades/trade/tradeBody/interestRateFuture/futureId/futureLabel,murex_trade_ird_lfut,instrument_name,StringType,TRUE,,,INSTRUMEN FUTLABEL,,,
IRD,LFUT,,/MxML/trades/trade/tradeHeader/tradeCategory/tradeTypologyId,murex_trade_ird_lfut,trade_typology_id,StringType,TRUE,,,,,,
IRD,LFUT,,/MxML/trades/trade/tradeHeader/tradeCategory/tradeFamily,murex_trade_ird_lfut,trade_family,StringType,TRUE,,,,,,
IRD,LFUT,,/MxML/trades/trade/tradeHeader/tradeCategory/tradeGroup,murex_trade_ird_lfut,trade_group,StringType,TRUE,,,,,,
IRD,LFUT,,/MxML/trades/trade/tradeHeader/tradeCategory/tradeType,murex_trade_ird_lfut,trade_type,StringType,TRUE,,,,,,
IRD,LFUT,,/MxML/trades/trade/tradeHeader/tradeCategory/typology,murex_trade_ird_lfut,typology,StringType,TRUE,,,TYPOLOGY,,,
IRD,LFUT,,/MxML/trades/trade/tradeHeader/tradeCategory/mainTypologyPath,murex_trade_ird_lfut,main_typology_path,StringType,TRUE,,,,,,
IRD,LFUT,,/MxML/trades/trade/tradeHeader/tradeCategory/usage,murex_trade_ird_lfut,usage,StringType,TRUE,,,,,,
IRD,LFUT,,/MxML/trades/trade/portfolios/portfolio/portfolioLabel,murex_trade_ird_lfut,portfolio_label,StringType,TRUE,,,PORTFOLIO,,,
IRD,LFUT,,"/MxML/trades/trade/parties/party[partyName != ""Mizuho Int PLC""]/@id",murex_trade_ird_lfut,counter_party_id,StringType,TRUE,,,,,,
IRD,LFUT,,"/MxML/trades/trade/parties/party[partyName != ""Mizuho Int PLC""]/partyName",murex_trade_ird_lfut,counter_party_name,StringType,TRUE,,,CP,,,
IRD,LFUT,,/MxML/trades/trade/tradeBody/bondFuture/settlement/settlementFlow/flow/payerPartyReference/@href,murex_trade_ird_lfut,payer_party_reference,StringType,TRUE,,,BUYSELL,,,
IRD,LFUT,,/MxML/trades/trade/tradeBody/bondFuture/settlement/settlementFlow/flow/receiverPartyReference/@href,murex_trade_ird_lfut,receiver_party_reference,StringType,TRUE,,,BUYSELL,,,
IRD,LFUT,,/MxML/trades/trade/tradeBody/bondFuture/quantity,murex_trade_ird_lfut,quantity,IntegerType,TRUE,,,LEG0NOM QUANTITY,,,
IRD,LFUT,,/MxML/trades/trade/tradeBody/bondFuture/settlement/settlementFlow/flow/currency,murex_trade_ird_lfut,currency,StringType,TRUE,,,LEG0CUR FURCUR,,,
IRD,LFUT,,/MxML/trades/trade/tradeBody/bondFuture/settlement/settlementFlow/price/priceRate,murex_trade_ird_lfut,price_rate,DecimalType,TRUE,,,LEG0RATE PRICE,,,
IRD,LFUT,,/MxML/trades/trade/tradeBody/bondFuture/settlement/settlementFlow/paymentConditions,murex_trade_ird_lfut,payment_conditions,StringType,TRUE,,,,,,
IRD,LFUT,,/MxML/trades/trade/tradeBody/bondFuture/futureId/expiryDate,murex_trade_ird_lfut,expiry_date,DateType,TRUE,,,FUTMAT,,,
IRD,LFUT,,/MxML/trades/trade/tradeHeader/tradeCategory/collateralAgreementCategory,murex_trade_ird_lfut,collateral_agreement_category,StringType,TRUE,,,CSA,,,
IRD,SFUT,,/MxML/trades/trade/tradeHeader/tradeViews/tradeView/tradeId/tradeGlobalId,murex_trade_ird_sfut,trade_global_id,StringType,FALSE,,,GLOBALID,,,
IRD,SFUT,,/MxML/trades/trade/tradeHeader/tradeViews/tradeView[1]/entity,murex_trade_ird_sfut,entity,StringType,TRUE,,,,,,
IRD,SFUT,,/MxML/trades/trade/tradeHeader/tradeViews/tradeView/legalEntity,murex_trade_ird_sfut,legal_entity,StringType,TRUE,,,,,,
IRD,SFUT,,/MxML/trades/trade/tradeHeader/contractReference/businessObjectId/identifier,murex_trade_ird_sfut,contract_id,StringType,TRUE,,,MUREXCONT,,,
IRD,SFUT,,/MxML/trades/trade/tradeHeader/contractReference/contractId/rootContract,murex_trade_ird_sfut,root_contract_id,StringType,TRUE,,,,,,
IRD,SFUT,,/MxML/trades/trade/businessObjectId/identifier,murex_trade_ird_sfut,trade_id,StringType,FALSE,,,TRADENUMB,,,
IRD,SFUT,,/MxML/trades/trade/businessObjectId/versionIdentifier/versionRevision/versionNumber,murex_trade_ird_sfut,version_number,StringType,TRUE,,,,,,
IRD,SFUT,,/MxML/trades/trade/tradeHeader/tradeSource/tradeOriginId,murex_trade_ird_sfut,trade_origin_id,StringType,TRUE,,,,,,
IRD,SFUT,,/MxML/trades/trade/tradeHeader/tradeDate,murex_trade_ird_sfut,trade_date,DateType,FALSE,,,TRADETIME MARDATE,,,
IRD,SFUT,,/MxML/trades/trade/tradeInputConditions/computerTime,murex_trade_ird_sfut,trade_time,TimestampType,FALSE,,,,,,
IRD,SFUT,,/MxML/trades/trade/tradeStatus/physicalStatus,murex_trade_ird_sfut,trade_status,StringType,TRUE,,,STATUS,,,
IRD,SFUT,,/MxML/trades/trade/tradeBody/interestRateFuture/futureId/futureLabel,murex_trade_ird_sfut,instrument_name,StringType,TRUE,,,INSTRUMEN FUTLABEL,,,
IRD,SFUT,,/MxML/trades/trade/tradeHeader/tradeCategory/tradeTypologyId,murex_trade_ird_sfut,trade_typology_id,StringType,TRUE,,,,,,
IRD,SFUT,,/MxML/trades/trade/tradeHeader/tradeCategory/tradeFamily,murex_trade_ird_sfut,trade_family,StringType,TRUE,,,,,,
IRD,SFUT,,/MxML/trades/trade/tradeHeader/tradeCategory/tradeGroup,murex_trade_ird_sfut,trade_group,StringType,TRUE,,,,,,
IRD,SFUT,,/MxML/trades/trade/tradeHeader/tradeCategory/tradeType,murex_trade_ird_sfut,trade_type,StringType,TRUE,,,,,,
IRD,SFUT,,/MxML/trades/trade/tradeHeader/tradeCategory/typology,murex_trade_ird_sfut,typology,StringType,TRUE,,,TYPOLOGY,,,
IRD,SFUT,,/MxML/trades/trade/tradeHeader/tradeCategory/mainTypologyPath,murex_trade_ird_sfut,main_typology_path,StringType,TRUE,,,,,,
IRD,SFUT,,/MxML/trades/trade/tradeHeader/tradeCategory/usage,murex_trade_ird_sfut,usage,StringType,TRUE,,,,,,
IRD,SFUT,,/MxML/trades/trade/portfolios/portfolio/portfolioLabel,murex_trade_ird_sfut,portfolio_label,StringType,TRUE,,,PORTFOLIO,,,
IRD,SFUT,,"/MxML/trades/trade/parties/party[partyName != ""Mizuho Int PLC""]/@id",murex_trade_ird_sfut,counter_party_id,StringType,TRUE,,,,,,
IRD,SFUT,,"/MxML/trades/trade/parties/party[partyName != ""Mizuho Int PLC""]/partyName",murex_trade_ird_sfut,counter_party_name,StringType,TRUE,,,CP,,,
IRD,SFUT,,/MxML/trades/trade/tradeBody/interestRateFuture/settlement/settlementFlow/flow/payerPartyReference/@href,murex_trade_ird_sfut,payer_party_reference,StringType,TRUE,,,BUYSELL,,,
IRD,SFUT,,/MxML/trades/trade/tradeBody/interestRateFuture/settlement/settlementFlow/flow/receiverPartyReference/@href,murex_trade_ird_sfut,receiver_party_reference,StringType,TRUE,,,BUYSELL,,,
IRD,SFUT,,/MxML/trades/trade/tradeBody/interestRateFuture/quantity,murex_trade_ird_sfut,quantity,IntegerType,TRUE,,,LEG0NOM QUANTITY,,,
IRD,SFUT,,/MxML/trades/trade/tradeBody/interestRateFuture/settlement/settlementFlow/flow/currency,murex_trade_ird_sfut,currency,StringType,TRUE,,,LEG0CUR FURCUR,,,
IRD,SFUT,,/MxML/trades/trade/tradeBody/interestRateFuture/settlement/settlementFlow/price/priceRate,murex_trade_ird_sfut,price_rate,DecimalType,TRUE,,,LEG0RATE PRICE,,,
IRD,SFUT,,/MxML/trades/trade/tradeBody/interestRateFuture/settlement/settlementFlow/paymentConditions,murex_trade_ird_sfut,payment_conditions,StringType,TRUE,,,,,,
IRD,SFUT,,/MxML/trades/trade/tradeBody/interestRateFuture/futureId/expiryDate,murex_trade_ird_sfut,expiry_date,DateType,TRUE,,,FUTMAT,,,
IRD,SFUT,,/MxML/trades/trade/tradeHeader/tradeCategory/collateralAgreementCategory,murex_trade_ird_sfut,collateral_agreement_category,StringType,TRUE,,,CSA,,,
SCF,SCF,SCF,/MxML/trades/trade/tradeHeader/tradeViews/tradeView/tradeId/tradeGlobalId,murex_trade_scf_scf_scf,trade_global_id,StringType,FALSE,,,GLOBALID,,,
SCF,SCF,SCF,/MxML/trades/trade/tradeHeader/tradeViews/tradeView[1]/entity,murex_trade_scf_scf_scf,entity,StringType,TRUE,,,,,,
SCF,SCF,SCF,/MxML/trades/trade/tradeHeader/tradeViews/tradeView/legalEntity,murex_trade_scf_scf_scf,legal_entity,StringType,TRUE,,,,,,
SCF,SCF,SCF,/MxML/trades/trade/tradeHeader/contractReference/businessObjectId/identifier,murex_trade_scf_scf_scf,contract_id,StringType,TRUE,,,MUREXCONT,,,
SCF,SCF,SCF,/MxML/trades/trade/tradeHeader/contractReference/contractId/rootContract,murex_trade_scf_scf_scf,root_contract_id,StringType,TRUE,,,,,,
SCF,SCF,SCF,/MxML/trades/trade/businessObjectId/identifier,murex_trade_scf_scf_scf,trade_id,StringType,FALSE,,,TRADENUMB,,,
SCF,SCF,SCF,/MxML/trades/trade/businessObjectId/versionIdentifier/versionRevision/versionNumber,murex_trade_scf_scf_scf,version_number,StringType,TRUE,,,,,,
SCF,SCF,SCF,/MxML/trades/trade/tradeHeader/tradeSource/tradeOriginId,murex_trade_scf_scf_scf,trade_origin_id,StringType,TRUE,,,,,,
SCF,SCF,SCF,/MxML/trades/trade/tradeHeader/tradeDate,murex_trade_scf_scf_scf,trade_date,DateType,FALSE,,,TRADETIME,,,
SCF,SCF,SCF,/MxML/trades/trade/tradeInputConditions/computerTime,murex_trade_scf_scf_scf,trade_time,TimestampType,FALSE,,,,,,
SCF,SCF,SCF,/MxML/trades/trade/tradeStatus/physicalStatus,murex_trade_scf_scf_scf,trade_status,StringType,TRUE,,,STATUS,,,
SCF,SCF,SCF,/MxML/trades/trade/tradeBody/simpleCashFlows/defaultCurrency,murex_trade_scf_scf_scf,instrument_name,StringType,TRUE,,,INSTRUMEN LEG0CUR,,,
SCF,SCF,SCF,/MxML/trades/trade/tradeHeader/tradeCategory/tradeTypologyId,murex_trade_scf_scf_scf,trade_typology_id,StringType,TRUE,,,,,,
SCF,SCF,SCF,/MxML/trades/trade/tradeHeader/tradeCategory/tradeFamily,murex_trade_scf_scf_scf,trade_family,StringType,TRUE,,,,,,
SCF,SCF,SCF,/MxML/trades/trade/tradeHeader/tradeCategory/tradeGroup,murex_trade_scf_scf_scf,trade_group,StringType,TRUE,,,,,,
SCF,SCF,SCF,/MxML/trades/trade/tradeHeader/tradeCategory/tradeType,murex_trade_scf_scf_scf,trade_type,StringType,TRUE,,,,,,
SCF,SCF,SCF,/MxML/trades/trade/tradeHeader/tradeCategory/typology,murex_trade_scf_scf_scf,typology,StringType,TRUE,,,TYPOLOGY,,,
SCF,SCF,SCF,/MxML/trades/trade/tradeHeader/tradeCategory/mainTypologyPath,murex_trade_scf_scf_scf,main_typology_path,StringType,TRUE,,,,,,
SCF,SCF,SCF,/MxML/trades/trade/tradeHeader/tradeCategory/usage,murex_trade_scf_scf_scf,usage,StringType,TRUE,,,,,,
SCF,SCF,SCF,/MxML/trades/trade/portfolios/portfolio/portfolioLabel,murex_trade_scf_scf_scf,portfolio_label,StringType,TRUE,,,PORTFOLIO,,,
SCF,SCF,SCF,"/MxML/trades/trade/parties/party[partyName != ""Mizuho Int PLC""]/@id",murex_trade_scf_scf_scf,counter_party_id,StringType,TRUE,,,,,,
SCF,SCF,SCF,"/MxML/trades/trade/parties/party[partyName != ""Mizuho Int PLC""]/partyName",murex_trade_scf_scf_scf,counter_party_name,StringType,TRUE,,,CP,,,
SCF,SCF,SCF,/MxML/trades/trade/tradeBody/simpleCashFlows/flows/flow/payerPartyReference/@href,murex_trade_scf_scf_scf,payer_party_reference,StringType,TRUE,,,L0PR,,,
SCF,SCF,SCF,/MxML/trades/trade/tradeBody/simpleCashFlows/flows/flow/receiverPartyReference/@href,murex_trade_scf_scf_scf,receiver_party_reference,StringType,TRUE,,,L0PR,,,
SCF,SCF,SCF,/MxML/trades/trade/tradeBody/simpleCashFlows/flows/flow/amount,murex_trade_scf_scf_scf,amount,DecimalType,TRUE,,,LEG0NOM,,,
SCF,SCF,SCF,/MxML/trades/trade/tradeHeader/tradeCategory/collateralAgreementCategory,murex_trade_scf_scf_scf,collateral_agreement_category,StringType,TRUE,,,CSA,,,
